Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (Â°C),Quality
IDCJAC0002,035019,1979,06,24.0,Y
IDCJAC0002,035019,1979,07,23.2,Y
IDCJAC0002,035019,1979,08,26.4,Y
IDCJAC0002,035019,1979,09,28.9,Y
IDCJAC0002,035019,1979,10,32.2,Y
IDCJAC0002,035019,1979,11,34.9,Y
IDCJAC0002,035019,1979,12,36.8,Y
IDCJAC0002,035019,1980,01,35.2,Y
IDCJAC0002,035019,1980,02,33.2,Y
IDCJAC0002,035019,1980,03,31.9,Y
IDCJAC0002,035019,1980,04,30.0,Y
IDCJAC0002,035019,1980,05,27.1,Y
IDCJAC0002,035019,1980,06,24.2,Y
IDCJAC0002,035019,1980,07,23.3,Y
IDCJAC0002,035019,1980,08,24.7,Y
IDCJAC0002,035019,1980,09,31.2,Y
IDCJAC0002,035019,1980,10,33.5,Y
IDCJAC0002,035019,1980,11,34.9,Y
IDCJAC0002,035019,1980,12,34.5,Y
IDCJAC0002,035019,1981,01,30.6,Y
IDCJAC0002,035019,1981,02,32.6,Y
IDCJAC0002,035019,1981,03,33.2,Y
IDCJAC0002,035019,1981,04,30.2,Y
IDCJAC0002,035019,1981,05,25.5,Y
IDCJAC0002,035019,1981,06,22.8,Y
IDCJAC0002,035019,1981,07,22.6,Y
IDCJAC0002,035019,1981,08,25.5,Y
IDCJAC0002,035019,1981,09,28.2,Y
IDCJAC0002,035019,1981,10,30.0,Y
IDCJAC0002,035019,1981,11,33.0,Y
IDCJAC0002,035019,1981,12,36.7,Y
IDCJAC0002,035019,1982,01,35.5,Y
IDCJAC0002,035019,1982,02,35.0,Y
IDCJAC0002,035019,1982,03,32.1,Y
IDCJAC0002,035019,1982,04,29.3,Y
IDCJAC0002,035019,1982,05,26.8,Y
IDCJAC0002,035019,1982,06,22.2,Y
IDCJAC0002,035019,1982,07,22.1,Y
IDCJAC0002,035019,1982,08,24.7,Y
IDCJAC0002,035019,1982,09,28.7,Y
IDCJAC0002,035019,1982,10,31.9,Y
IDCJAC0002,035019,1982,11,34.0,Y
IDCJAC0002,035019,1982,12,36.6,Y
IDCJAC0002,035019,1983,01,34.1,Y
IDCJAC0002,035019,1983,02,34.8,Y
IDCJAC0002,035019,1983,03,32.4,Y
IDCJAC0002,035019,1983,04,28.1,Y
IDCJAC0002,035019,1983,05,23.8,Y
IDCJAC0002,035019,1983,06,21.4,Y
IDCJAC0002,035019,1983,07,21.3,Y
IDCJAC0002,035019,1983,08,23.8,Y
IDCJAC0002,035019,1983,09,30.5,Y
IDCJAC0002,035019,1983,10,32.5,Y
IDCJAC0002,035019,1983,11,32.4,Y
IDCJAC0002,035019,1983,12,32.4,Y
IDCJAC0002,035019,1984,01,32.7,Y
IDCJAC0002,035019,1984,02,31.7,Y
IDCJAC0002,035019,1984,03,32.4,Y
IDCJAC0002,035019,1984,04,29.0,Y
IDCJAC0002,035019,1984,05,26.6,Y
IDCJAC0002,035019,1984,06,23.9,Y
IDCJAC0002,035019,1984,07,21.5,Y
IDCJAC0002,035019,1984,08,25.1,Y
IDCJAC0002,035019,1984,09,27.9,Y
IDCJAC0002,035019,1984,10,29.1,Y
IDCJAC0002,035019,1984,11,32.3,Y
IDCJAC0002,035019,1984,12,35.7,Y
IDCJAC0002,035019,1985,01,36.0,Y
IDCJAC0002,035019,1985,02,34.5,Y
IDCJAC0002,035019,1985,03,31.8,Y
IDCJAC0002,035019,1985,04,29.8,Y
IDCJAC0002,035019,1985,05,24.8,Y
IDCJAC0002,035019,1985,06,21.4,Y
IDCJAC0002,035019,1985,07,22.2,Y
IDCJAC0002,035019,1985,08,25.6,Y
IDCJAC0002,035019,1985,09,28.0,Y
IDCJAC0002,035019,1985,10,29.0,Y
IDCJAC0002,035019,1985,11,32.6,Y
IDCJAC0002,035019,1985,12,36.3,Y
IDCJAC0002,035019,1986,01,35.0,Y
IDCJAC0002,035019,1986,02,34.6,Y
IDCJAC0002,035019,1986,03,32.8,Y
IDCJAC0002,035019,1986,04,30.2,Y
IDCJAC0002,035019,1986,05,26.1,Y
IDCJAC0002,035019,1986,06,22.5,Y
IDCJAC0002,035019,1986,07,23.6,Y
IDCJAC0002,035019,1986,08,23.6,Y
IDCJAC0002,035019,1986,09,29.4,Y
IDCJAC0002,035019,1986,10,31.4,Y
IDCJAC0002,035019,1986,11,32.6,Y
IDCJAC0002,035019,1986,12,35.8,Y
IDCJAC0002,035019,1987,01,35.7,Y
IDCJAC0002,035019,1987,02,33.7,Y
IDCJAC0002,035019,1987,03,34.1,Y
IDCJAC0002,035019,1987,04,29.6,Y
IDCJAC0002,035019,1987,05,25.9,Y
IDCJAC0002,035019,1987,06,22.4,Y
IDCJAC0002,035019,1987,07,22.3,Y
IDCJAC0002,035019,1987,08,24.7,Y
IDCJAC0002,035019,1987,09,28.0,Y
IDCJAC0002,035019,1987,10,32.7,Y
IDCJAC0002,035019,1987,11,32.3,Y
IDCJAC0002,035019,1987,12,34.7,Y
IDCJAC0002,035019,1988,01,35.3,Y
IDCJAC0002,035019,1988,02,33.2,Y
IDCJAC0002,035019,1988,03,30.1,Y
IDCJAC0002,035019,1988,04,28.3,Y
IDCJAC0002,035019,1988,05,26.4,Y
IDCJAC0002,035019,1988,06,23.2,Y
IDCJAC0002,035019,1988,07,23.4,Y
IDCJAC0002,035019,1988,08,24.1,Y
IDCJAC0002,035019,1988,09,29.0,Y
IDCJAC0002,035019,1988,10,34.8,Y
IDCJAC0002,035019,1988,11,33.5,Y
IDCJAC0002,035019,1988,12,32.3,Y
IDCJAC0002,035019,1989,01,34.7,Y
IDCJAC0002,035019,1989,02,30.7,Y
IDCJAC0002,035019,1989,03,31.3,Y
IDCJAC0002,035019,1989,04,27.9,Y
IDCJAC0002,035019,1989,05,25.2,Y
IDCJAC0002,035019,1989,06,21.9,Y
IDCJAC0002,035019,1989,07,20.9,Y
IDCJAC0002,035019,1989,08,23.9,Y
IDCJAC0002,035019,1989,09,29.0,Y
IDCJAC0002,035019,1989,10,33.1,Y
IDCJAC0002,035019,1989,11,30.6,Y
IDCJAC0002,035019,1989,12,34.3,Y
IDCJAC0002,035019,1990,01,36.4,Y
IDCJAC0002,035019,1990,02,36.2,Y
IDCJAC0002,035019,1990,03,31.2,Y
IDCJAC0002,035019,1990,04,27.9,Y
IDCJAC0002,035019,1990,05,25.3,Y
IDCJAC0002,035019,1990,06,21.3,Y
IDCJAC0002,035019,1990,07,23.6,Y
IDCJAC0002,035019,1990,08,24.7,Y
IDCJAC0002,035019,1990,09,26.8,Y
IDCJAC0002,035019,1990,10,32.2,Y
IDCJAC0002,035019,1990,11,34.8,Y
IDCJAC0002,035019,1990,12,34.1,Y
IDCJAC0002,035019,1991,01,31.6,Y
IDCJAC0002,035019,1991,02,31.5,Y
IDCJAC0002,035019,1991,03,32.7,Y
IDCJAC0002,035019,1991,04,29.5,Y
IDCJAC0002,035019,1991,05,26.5,Y
IDCJAC0002,035019,1991,06,25.7,Y
IDCJAC0002,035019,1991,07,23.5,Y
IDCJAC0002,035019,1991,08,27.0,Y
IDCJAC0002,035019,1991,09,30.5,Y
IDCJAC0002,035019,1991,10,33.3,Y
IDCJAC0002,035019,1991,11,34.7,Y
IDCJAC0002,035019,1991,12,35.2,Y
IDCJAC0002,035019,1992,01,36.6,Y
IDCJAC0002,035019,1992,02,34.5,Y
IDCJAC0002,035019,1992,03,33.4,Y
IDCJAC0002,035019,1992,04,29.7,Y
IDCJAC0002,035019,1992,05,25.9,Y
IDCJAC0002,035019,1992,06,23.4,Y
IDCJAC0002,035019,1992,07,23.4,Y
IDCJAC0002,035019,1992,08,26.6,Y
IDCJAC0002,035019,1992,09,30.1,Y
IDCJAC0002,035019,1992,10,31.1,Y
IDCJAC0002,035019,1992,11,35.3,Y
IDCJAC0002,035019,1992,12,33.8,Y
IDCJAC0002,035019,1993,01,33.2,Y
IDCJAC0002,035019,1993,02,34.7,Y
IDCJAC0002,035019,1993,03,33.7,Y
IDCJAC0002,035019,1993,04,30.4,Y
IDCJAC0002,035019,1993,05,27.1,Y
IDCJAC0002,035019,1993,06,23.8,Y
IDCJAC0002,035019,1993,07,24.5,Y
IDCJAC0002,035019,1993,08,25.7,Y
IDCJAC0002,035019,1993,09,28.0,Y
IDCJAC0002,035019,1993,10,32.1,Y
IDCJAC0002,035019,1993,11,33.4,Y
IDCJAC0002,035019,1993,12,34.4,Y
IDCJAC0002,035019,1994,01,37.5,Y
IDCJAC0002,035019,1994,02,34.4,Y
IDCJAC0002,035019,1994,03,30.1,Y
IDCJAC0002,035019,1994,04,28.7,Y
IDCJAC0002,035019,1994,05,26.0,Y
IDCJAC0002,035019,1994,06,23.8,Y
IDCJAC0002,035019,1994,07,23.0,Y
IDCJAC0002,035019,1994,08,24.7,Y
IDCJAC0002,035019,1994,09,29.7,Y
IDCJAC0002,035019,1994,10,32.3,Y
IDCJAC0002,035019,1994,11,34.9,Y
IDCJAC0002,035019,1994,12,35.0,Y
IDCJAC0002,035019,1995,01,35.4,Y
IDCJAC0002,035019,1995,02,32.1,Y
IDCJAC0002,035019,1995,03,34.3,Y
IDCJAC0002,035019,1995,04,30.4,Y
IDCJAC0002,035019,1995,05,26.3,Y
IDCJAC0002,035019,1995,06,24.2,Y
IDCJAC0002,035019,1995,07,24.6,Y
IDCJAC0002,035019,1995,08,23.7,Y
IDCJAC0002,035019,1995,09,29.3,Y
IDCJAC0002,035019,1995,10,30.3,Y
IDCJAC0002,035019,1995,11,35.4,Y
IDCJAC0002,035019,1995,12,36.4,Y
IDCJAC0002,035019,1996,01,33.5,Y
IDCJAC0002,035019,1996,02,35.6,Y
IDCJAC0002,035019,1996,03,32.7,Y
IDCJAC0002,035019,1996,04,30.9,Y
IDCJAC0002,035019,1996,05,26.5,Y
IDCJAC0002,035019,1996,06,25.2,Y
IDCJAC0002,035019,1996,07,23.5,Y
IDCJAC0002,035019,1996,08,25.7,Y
IDCJAC0002,035019,1996,09,30.4,Y
IDCJAC0002,035019,1996,10,31.0,Y
IDCJAC0002,035019,1996,11,35.0,Y
IDCJAC0002,035019,1996,12,35.1,Y
IDCJAC0002,035019,1997,01,34.3,Y
IDCJAC0002,035019,1997,02,32.6,Y
IDCJAC0002,035019,1997,03,30.7,Y
IDCJAC0002,035019,1997,04,29.4,Y
IDCJAC0002,035019,1997,05,25.8,Y
IDCJAC0002,035019,1997,06,23.1,Y
IDCJAC0002,035019,1997,07,23.4,Y
IDCJAC0002,035019,1997,08,25.0,Y
IDCJAC0002,035019,1997,09,30.3,Y
IDCJAC0002,035019,1997,10,32.1,Y
IDCJAC0002,035019,1997,11,33.7,Y
IDCJAC0002,035019,1997,12,34.1,Y
IDCJAC0002,035019,1998,01,34.9,Y
IDCJAC0002,035019,1998,02,35.6,Y
IDCJAC0002,035019,1998,03,35.3,Y
IDCJAC0002,035019,1998,04,30.8,Y
IDCJAC0002,035019,1998,05,26.0,Y
IDCJAC0002,035019,1998,06,24.2,Y
IDCJAC0002,035019,1998,07,23.6,Y
IDCJAC0002,035019,1998,08,25.5,Y
IDCJAC0002,035019,1998,09,27.7,Y
IDCJAC0002,035019,1998,10,29.9,Y
IDCJAC0002,035019,1998,11,31.3,Y
IDCJAC0002,035019,1998,12,34.5,Y
IDCJAC0002,035019,1999,01,34.1,Y
IDCJAC0002,035019,1999,02,32.3,Y
IDCJAC0002,035019,1999,03,32.0,Y
IDCJAC0002,035019,1999,04,27.8,Y
IDCJAC0002,035019,1999,05,28.0,Y
IDCJAC0002,035019,1999,06,24.4,Y
IDCJAC0002,035019,1999,07,23.1,Y
IDCJAC0002,035019,1999,08,26.2,Y
IDCJAC0002,035019,1999,09,29.6,Y
IDCJAC0002,035019,1999,10,32.9,Y
IDCJAC0002,035019,1999,11,30.0,Y
IDCJAC0002,035019,1999,12,32.4,Y
IDCJAC0002,035019,2000,01,35.3,Y
IDCJAC0002,035019,2000,02,30.4,Y
IDCJAC0002,035019,2000,03,32.7,Y
IDCJAC0002,035019,2000,04,27.1,Y
IDCJAC0002,035019,2000,05,24.2,Y
IDCJAC0002,035019,2000,06,21.0,Y
IDCJAC0002,035019,2000,07,23.9,Y
IDCJAC0002,035019,2000,08,25.8,Y
IDCJAC0002,035019,2000,09,30.8,Y
IDCJAC0002,035019,2000,10,31.4,Y
IDCJAC0002,035019,2000,11,30.3,Y
IDCJAC0002,035019,2000,12,31.3,Y
IDCJAC0002,035019,2001,01,34.4,Y
IDCJAC0002,035019,2001,02,33.1,Y
IDCJAC0002,035019,2001,03,34.4,Y
IDCJAC0002,035019,2001,04,31.0,Y
IDCJAC0002,035019,2001,05,27.6,Y
IDCJAC0002,035019,2001,06,25.0,Y
IDCJAC0002,035019,2001,07,24.4,Y
IDCJAC0002,035019,2001,08,26.5,Y
IDCJAC0002,035019,2001,09,29.5,Y
IDCJAC0002,035019,2001,10,32.9,Y
IDCJAC0002,035019,2001,11,34.2,Y
IDCJAC0002,035019,2001,12,38.3,Y
IDCJAC0002,035019,2002,01,36.6,Y
IDCJAC0002,035019,2002,02,36.2,Y
IDCJAC0002,035019,2002,03,34.6,Y
IDCJAC0002,035019,2002,04,32.2,Y
IDCJAC0002,035019,2002,05,28.0,Y
IDCJAC0002,035019,2002,06,24.1,Y
IDCJAC0002,035019,2002,07,24.7,Y
IDCJAC0002,035019,2002,08,25.3,Y
IDCJAC0002,035019,2002,09,31.8,Y
IDCJAC0002,035019,2002,10,35.4,Y
IDCJAC0002,035019,2002,11,35.8,Y
IDCJAC0002,035019,2002,12,36.9,Y
IDCJAC0002,035019,2003,01,36.9,Y
IDCJAC0002,035019,2003,02,33.5,Y
IDCJAC0002,035019,2003,03,32.6,Y
IDCJAC0002,035019,2003,04,31.7,Y
IDCJAC0002,035019,2003,05,27.4,Y
IDCJAC0002,035019,2003,06,25.8,Y
IDCJAC0002,035019,2003,07,23.9,Y
IDCJAC0002,035019,2003,08,26.8,Y
IDCJAC0002,035019,2003,09,31.5,Y
IDCJAC0002,035019,2003,10,34.0,Y
IDCJAC0002,035019,2003,11,34.6,Y
IDCJAC0002,035019,2003,12,35.0,Y
IDCJAC0002,035019,2004,01,35.3,Y
IDCJAC0002,035019,2004,02,34.6,Y
IDCJAC0002,035019,2004,03,34.0,Y
IDCJAC0002,035019,2004,04,30.9,Y
IDCJAC0002,035019,2004,05,28.1,Y
IDCJAC0002,035019,2004,06,25.3,Y
IDCJAC0002,035019,2004,07,24.7,Y
IDCJAC0002,035019,2004,08,26.7,Y
IDCJAC0002,035019,2004,09,29.5,Y
IDCJAC0002,035019,2004,10,34.7,Y
IDCJAC0002,035019,2004,11,34.2,Y
IDCJAC0002,035019,2004,12,34.5,Y
IDCJAC0002,035019,2005,01,33.8,Y
IDCJAC0002,035019,2005,02,35.6,Y
IDCJAC0002,035019,2005,03,34.5,Y
IDCJAC0002,035019,2005,04,30.8,Y
IDCJAC0002,035019,2005,05,26.5,Y
IDCJAC0002,035019,2005,06,23.8,Y
IDCJAC0002,035019,2005,07,24.4,Y
IDCJAC0002,035019,2005,08,25.1,Y
IDCJAC0002,035019,2005,09,30.7,Y
IDCJAC0002,035019,2005,10,33.7,Y
IDCJAC0002,035019,2005,11,33.5,Y
IDCJAC0002,035019,2005,12,37.8,Y
IDCJAC0002,035019,2006,01,36.2,Y
IDCJAC0002,035019,2006,02,36.5,Y
IDCJAC0002,035019,2006,03,31.7,Y
IDCJAC0002,035019,2006,04,28.9,Y
IDCJAC0002,035019,2006,05,26.5,Y
IDCJAC0002,035019,2006,06,22.5,Y
IDCJAC0002,035019,2006,07,23.5,Y
IDCJAC0002,035019,2006,08,27.1,Y
IDCJAC0002,035019,2006,09,28.4,Y
IDCJAC0002,035019,2006,10,32.3,Y
IDCJAC0002,035019,2006,11,35.1,Y
IDCJAC0002,035019,2006,12,32.9,Y
IDCJAC0002,035019,2007,01,33.7,Y
IDCJAC0002,035019,2007,02,31.7,Y
IDCJAC0002,035019,2007,03,34.9,Y
IDCJAC0002,035019,2007,04,31.7,Y
IDCJAC0002,035019,2007,05,29.6,Y
IDCJAC0002,035019,2007,06,19.8,Y
IDCJAC0002,035019,2007,07,22.4,Y
IDCJAC0002,035019,2007,08,25.0,Y
IDCJAC0002,035019,2007,09,28.9,Y
IDCJAC0002,035019,2007,10,33.4,Y
IDCJAC0002,035019,2007,11,31.2,Y
IDCJAC0002,035019,2007,12,33.4,Y
IDCJAC0002,035019,2008,01,31.9,Y
IDCJAC0002,035019,2008,02,31.0,Y
IDCJAC0002,035019,2008,03,30.1,Y
IDCJAC0002,035019,2008,04,29.2,Y
IDCJAC0002,035019,2008,05,26.1,Y
IDCJAC0002,035019,2008,06,25.0,Y
IDCJAC0002,035019,2008,07,23.4,Y
IDCJAC0002,035019,2008,08,24.5,Y
IDCJAC0002,035019,2008,09,29.8,Y
IDCJAC0002,035019,2008,10,32.0,Y
IDCJAC0002,035019,2008,11,35.6,Y
IDCJAC0002,035019,2008,12,36.5,Y
IDCJAC0002,035019,2009,01,32.2,Y
IDCJAC0002,035019,2009,02,32.4,Y
IDCJAC0002,035019,2009,03,33.0,Y
IDCJAC0002,035019,2009,04,30.5,Y
IDCJAC0002,035019,2009,05,25.9,Y
IDCJAC0002,035019,2009,06,25.2,Y
IDCJAC0002,035019,2009,07,24.4,Y
IDCJAC0002,035019,2009,08,29.9,Y
IDCJAC0002,035019,2009,09,30.8,Y
IDCJAC0002,035019,2009,10,32.4,Y
IDCJAC0002,035019,2009,11,34.5,Y
IDCJAC0002,035019,2009,12,35.8,Y
IDCJAC0002,035019,2010,01,32.3,Y
IDCJAC0002,035019,2010,02,30.8,Y
IDCJAC0002,035019,2010,03,30.1,Y
IDCJAC0002,035019,2010,04,29.3,Y
IDCJAC0002,035019,2010,05,25.5,Y
IDCJAC0002,035019,2010,06,23.0,Y
IDCJAC0002,035019,2010,07,23.4,Y
IDCJAC0002,035019,2010,08,24.6,Y
IDCJAC0002,035019,2010,09,27.0,Y
IDCJAC0002,035019,2010,10,28.8,Y
IDCJAC0002,035019,2010,11,27.9,Y
IDCJAC0002,035019,2010,12,30.5,Y
IDCJAC0002,035019,2011,01,32.2,Y
IDCJAC0002,035019,2011,02,32.5,Y
IDCJAC0002,035019,2011,03,29.6,Y
IDCJAC0002,035019,2011,04,26.8,Y
IDCJAC0002,035019,2011,05,23.8,Y
IDCJAC0002,035019,2011,06,21.5,Y
IDCJAC0002,035019,2011,07,22.4,Y
IDCJAC0002,035019,2011,08,25.2,Y
IDCJAC0002,035019,2011,09,25.1,Y
